GameID	Week	Date	HomeTeam	HomeID	HomePts	AwayTeam	AwayID	AwayPts	Spread	TotalPts
684	12	11/11/2017	Texas St-San Marcos	107	30	Georgia St	38	33	-3	63
685	12	11/11/2017	Texas-San Antonio	109	19	Alabama-Birmingham	4	24	-5	43
686	12	11/11/2017	UCLA	114	44	Arizona St	7	37	7	81
687	12	11/11/2017	UNC-Charlotte	115	21	Middle Tennessee St	64	35	-14	56
688	12	11/11/2017	Utah	117	25	Washington St	125	33	-8	58
689	12	11/11/2017	Vanderbilt	120	21	Kentucky	50	44	-23	65
690	12	11/11/2017	Wisconsin	129	38	Iowa	45	14	24	52
691	12	11/14/2017	Akron	2	37	Ohio U.	81	34	3	71
692	12	11/14/2017	Bowling Green	16	37	Toledo	110	66	-29	103
693	12	11/15/2017	Kent St	49	23	Central Michigan	21	42	-19	65
694	12	11/15/2017	Miami OH	61	24	Eastern Michigan	30	27	-3	51
695	12	11/15/2017	Northern Illinois	77	35	Western Michigan	128	31	4	66
696	13	11/16/2017	Ball St	12	24	Buffalo	18	40	-16	64
697	13	11/16/2017	South Florida	97	27	Tulsa	113	20	7	47
698	13	11/17/2017	New Mexico	72	35	UNLV	116	38	-3	73
699	13	11/17/2017	Western Kentucky	127	41	Middle Tennessee St	64	38	3	79
700	13	11/18/2017	Alabama	3	56	Non-FBS Team	131	0	56	56
701	13	11/18/2017	Arkansas	8	21	Mississippi St	67	28	-7	49
702	13	11/18/2017	Arkansas St	9	30	Texas St-San Marcos	107	12	18	42
703	13	11/18/2017	Auburn	11	42	Louisiana-Monroe	53	14	28	56
704	13	11/18/2017	Baylor	13	13	Iowa St	46	23	-10	36
705	13	11/18/2017	Boise St	14	44	Air Force	1	19	25	63
706	13	11/18/2017	Boston College	15	39	Connecticut	27	16	23	55
707	13	11/18/2017	Brigham Young	17	10	Massachusetts	58	16	-6	26
708	13	11/18/2017	Clemson	23	61	Non-FBS Team	131	3	58	64
709	13	11/18/2017	Colorado St	26	42	San José St	93	14	28	56
710	13	11/18/2017	Duke	28	43	Georgia Tech	39	20	23	63
711	13	11/18/2017	East Carolina	29	48	Cincinnati	22	20	28	68
712	13	11/18/2017	Florida	31	36	Alabama-Birmingham	4	7	29	43
713	13	11/18/2017	Florida Atlantic	32	52	Florida Int'l	33	24	28	76
714	13	11/18/2017	Florida St	34	77	Non-FBS Team	131	6	71	83
715	13	11/18/2017	Georgia	36	42	Kentucky	50	13	29	55
716	13	11/18/2017	Georgia Southern	37	52	South Alabama	95	0	52	52
717	13	11/18/2017	Idaho	42	7	Coastal Carolina	24	13	-6	20
718	13	11/18/2017	Indiana	44	41	Rutgers	91	0	41	41
719	13	11/18/2017	Iowa	45	15	Purdue	89	24	-9	39
720	13	11/18/2017	Kansas	47	3	Oklahoma	82	41	-38	44
721	13	11/18/2017	Louisiana-Lafayette	52	47	New Mexico St	73	34	13	81
722	13	11/18/2017	Louisville	54	56	Syracuse	101	10	46	66
723	13	11/18/2017	Memphis	59	66	SMU	94	45	21	111
724	13	11/18/2017	Miami FL	60	44	Virginia	121	28	16	72
725	13	11/18/2017	Michigan St	63	17	Maryland	57	7	10	24
726	13	11/18/2017	Mississippi	66	24	Texas A&M	106	31	-7	55
727	13	11/18/2017	North Carolina	74	65	Non-FBS Team	131	10	55	75
728	13	11/18/2017	North Texas	76	52	Army	10	49	3	101
729	13	11/18/2017	Northwestern	78	39	Minnesota	65	0	39	39
730	13	11/18/2017	Notre Dame	79	24	Navy	69	17	7	41
731	13	11/18/2017	Ohio State	80	52	Illinois	43	14	38	66
732	13	11/18/2017	Oklahoma St	83	40	Kansas St	48	45	-5	85
733	13	11/18/2017	Old Dominion	84	24	Rice	90	21	3	45
734	13	11/18/2017	Oregon	85	48	Arizona	6	28	20	76
735	13	11/18/2017	Oregon St	86	24	Arizona St	7	40	-16	64
736	13	11/18/2017	Penn State	87	56	Nebraska	70	44	12	100
737	13	11/18/2017	San Diego St	92	42	Nevada	71	23	19	65
738	13	11/18/2017	South Carolina	96	31	Non-FBS Team	131	10	21	41
739	13	11/18/2017	Southern Cal	98	28	UCLA	114	23	5	51
740	13	11/18/2017	Southern Miss	99	66	UNC-Charlotte	115	21	45	87
741	13	11/18/2017	Stanford	100	17	California	19	14	3	31
742	13	11/18/2017	Temple	103	19	Central Florida	20	45	-26	64
743	13	11/18/2017	Tennessee	104	10	LSU	55	30	-20	40
744	13	11/18/2017	Texas Tech	108	3	TCU	102	27	-24	30
745	13	11/18/2017	Texas-San Antonio	109	9	Marshall	56	7	2	16
746	13	11/18/2017	Tulane	112	20	Houston	41	17	3	37
747	13	11/18/2017	Utah St	118	38	Hawai`i	40	0	38	38
748	13	11/18/2017	UTEP	119	21	Louisiana Tech	51	42	-21	63
749	13	11/18/2017	Vanderbilt	120	17	Missouri	68	45	-28	62
750	13	11/18/2017	Virginia Tech	122	20	Pittsburgh	88	14	6	34
751	13	11/18/2017	Wake Forest	123	30	North Carolina St	75	24	6	54
752	13	11/18/2017	Washington	124	33	Utah	117	30	3	63
753	13	11/18/2017	West Virginia	126	14	Texas	105	28	-14	42
754	13	11/18/2017	Wisconsin	129	24	Michigan	62	10	14	34
755	13	11/18/2017	Wyoming	130	7	Fresno St	35	13	-6	20
756	13	11/21/2017	Akron	2	24	Kent St	49	14	10	38
757	13	11/21/2017	Ball St	12	7	Miami OH	61	28	-21	35
758	13	11/21/2017	Eastern Michigan	30	34	Bowling Green	16	31	3	65
759	14	11/23/2017	Mississippi St	67	28	Mississippi	66	31	-3	59
760	14	11/24/2017	Arkansas	8	45	Missouri	68	48	-3	93
761	14	11/24/2017	Buffalo	18	31	Ohio U.	81	24	7	55
762	14	11/24/2017	Central Florida	20	49	South Florida	97	42	7	91
763	14	11/24/2017	Central Michigan	21	31	Northern Illinois	77	24	7	55
764	14	11/24/2017	Florida Int'l	33	41	Western Kentucky	127	17	24	58
765	14	11/24/2017	Houston	41	24	Navy	69	14	10	38
766	14	11/24/2017	Nebraska	70	14	Iowa	45	56	-42	70
767	14	11/24/2017	Pittsburgh	88	24	Miami FL	60	14	10	38
768	14	11/24/2017	San Diego St	92	35	New Mexico	72	10	25	45
769	14	11/24/2017	TCU	102	45	Baylor	13	22	23	67
770	14	11/24/2017	Texas	105	23	Texas Tech	108	27	-4	50
771	14	11/24/2017	Toledo	110	37	Western Michigan	128	10	27	47
772	14	11/24/2017	Troy	111	62	Texas St-San Marcos	107	9	53	71
773	14	11/24/2017	UCLA	114	30	California	19	27	3	57
774	14	11/24/2017	Virginia	121	0	Virginia Tech	122	10	-10	10
775	14	11/25/2017	Air Force	1	38	Utah St	118	35	3	73
776	14	11/25/2017	Alabama-Birmingham	4	28	UTEP	119	7	21	35
777	14	11/25/2017	Arizona St	7	42	Arizona	6	30	12	72
778	14	11/25/2017	Auburn	11	26	Alabama	3	14	12	40
779	14	11/25/2017	Cincinnati	22	22	Connecticut	27	21	1	43
780	14	11/25/2017	Florida	31	22	Florida St	34	38	-16	60
781	14	11/25/2017	Fresno St	35	28	Boise St	14	17	11	45
782	14	11/25/2017	Georgia St	38	10	Appalachian St	5	31	-21	41
783	14	11/25/2017	Georgia Tech	39	7	Georgia	36	38	-31	45
784	14	11/25/2017	Hawai`i	40	20	Brigham Young	17	30	-10	50
785	14	11/25/2017	Illinois	43	7	Northwestern	78	42	-35	49
786	14	11/25/2017	Kansas St	48	20	Iowa St	46	19	1	39
787	14	11/25/2017	Kentucky	50	17	Louisville	54	44	-27	61
788	14	11/25/2017	Louisiana-Lafayette	52	24	Georgia Southern	37	34	-10	58
789	14	11/25/2017	Louisiana Tech	51	20	Texas-San Antonio	109	6	14	26
790	14	11/25/2017	Louisiana-Monroe	53	50	Arkansas St	9	67	-17	117
791	14	11/25/2017	LSU	55	45	Texas A&M	106	21	24	66
792	14	11/25/2017	Marshall	56	27	Southern Miss	99	28	-1	55
793	14	11/25/2017	Maryland	57	3	Penn State	87	66	-63	69
794	14	11/25/2017	Memphis	59	70	East Carolina	29	13	57	83
795	14	11/25/2017	Michigan	62	20	Ohio State	80	31	-11	51
796	14	11/25/2017	Middle Tennessee St	64	41	Old Dominion	84	10	31	51
797	14	11/25/2017	Minnesota	65	0	Wisconsin	129	31	-31	31
798	14	11/25/2017	Nevada	71	23	UNLV	116	16	7	39
799	14	11/25/2017	New Mexico St	73	17	Idaho	42	10	7	27
800	14	11/25/2017	North Carolina St	75	33	North Carolina	74	21	12	54
801	14	11/25/2017	Oklahoma	82	59	West Virginia	126	31	28	90
802	14	11/25/2017	Oklahoma St	83	58	Kansas	47	17	41	75
803	14	11/25/2017	Oregon	85	69	Oregon St	86	10	59	79
804	14	11/25/2017	Purdue	89	31	Indiana	44	24	7	55
805	14	11/25/2017	Rice	90	14	North Texas	76	30	-16	44
806	14	11/25/2017	Rutgers	91	7	Michigan St	63	40	-33	47
807	14	11/25/2017	San José St	93	20	Wyoming	130	17	3	37
808	14	11/25/2017	SMU	94	41	Tulane	112	38	3	79
809	14	11/25/2017	South Carolina	96	10	Clemson	23	34	-24	44
810	14	11/25/2017	Stanford	100	38	Notre Dame	79	20	18	58
811	14	11/25/2017	Syracuse	101	14	Boston College	15	42	-28	56
812	14	11/25/2017	Tennessee	104	24	Vanderbilt	120	42	-18	66
813	14	11/25/2017	Tulsa	113	22	Temple	103	43	-21	65
814	14	11/25/2017	UNC-Charlotte	115	12	Florida Atlantic	32	31	-19	43
815	14	11/25/2017	Utah	117	34	Colorado	25	13	21	47
816	14	11/25/2017	Wake Forest	123	23	Duke	28	31	-8	54
817	14	11/25/2017	Washington	124	41	Washington St	125	14	27	55
818	15	12/1/2017	Stanford	100	28	Southern Cal	98	31	-3	59
819	15	12/2/2017	Appalachian St	5	63	Louisiana-Lafayette	52	14	49	77
820	15	12/2/2017	Arkansas St	9	25	Troy	111	32	-7	57
821	15	12/2/2017	Boise St	14	17	Fresno St	35	14	3	31
822	15	12/2/2017	Central Florida	20	62	Memphis	59	55	7	117
823	15	12/2/2017	Clemson	23	38	Miami FL	60	3	35	41
824	15	12/2/2017	Coastal Carolina	24	28	Georgia Southern	37	17	11	45
825	15	12/2/2017	Florida Atlantic	32	41	North Texas	76	17	24	58
826	15	12/2/2017	Florida Int'l	33	63	Massachusetts	58	45	18	108
827	15	12/2/2017	Florida St	34	42	Louisiana-Monroe	53	10	32	52
828	15	12/2/2017	Georgia	36	28	Auburn	11	7	21	35
829	15	12/2/2017	Georgia St	38	10	Idaho	42	24	-14	34
830	15	12/2/2017	New Mexico St	73	22	South Alabama	95	17	5	39
831	15	12/2/2017	Ohio State	80	27	Wisconsin	129	21	6	48
832	15	12/2/2017	TCU	102	17	Oklahoma	82	41	-24	58
833	15	12/2/2017	Toledo	110	45	Akron	2	28	17	73
