GameID	Week	Date	HomeTeam	HomeID	HomePts	AwayTeam	AwayID	AwayPts	Spread	TotalPts
1	1	8/26/2017	Brigham Young	17	20	Non-FBS Team	131	6	14	26
2	1	8/26/2017	Colorado St	26	58	Oregon St	86	27	31	85
3	1	8/26/2017	Massachusetts	58	35	Hawai`i	40	38	-3	73
4	1	8/26/2017	San José St	93	22	South Florida	97	42	-20	64
5	1	8/26/2017	Stanford	100	62	Rice	90	7	55	69
6	2	8/31/2017	Arizona St	7	37	New Mexico St	73	31	6	68
7	2	8/31/2017	Arkansas	8	49	Non-FBS Team	131	7	42	56
8	2	8/31/2017	Central Florida	20	61	Florida Int'l	33	17	44	78
9	2	8/31/2017	Central Michigan	21	30	Non-FBS Team	131	27	3	57
10	2	8/31/2017	Cincinnati	22	26	Non-FBS Team	131	14	12	40
11	2	8/31/2017	Connecticut	27	27	Non-FBS Team	131	20	7	47
12	2	8/31/2017	Georgia St	38	10	Non-FBS Team	131	17	-7	27
13	2	8/31/2017	Idaho	42	28	Non-FBS Team	131	6	22	34
14	2	8/31/2017	Indiana	44	21	Ohio State	80	49	-28	70
15	2	8/31/2017	Memphis	59	37	Louisiana-Monroe	53	29	8	66
16	2	8/31/2017	Minnesota	65	17	Buffalo	18	7	10	24
17	2	8/31/2017	Oklahoma St	83	59	Tulsa	113	24	35	83
18	2	8/31/2017	Toledo	110	47	Non-FBS Team	131	13	34	60
19	2	8/31/2017	Utah	117	37	Non-FBS Team	131	16	21	53
20	2	8/31/2017	Wake Forest	123	51	Non-FBS Team	131	7	44	58
21	2	9/1/2017	Army	10	64	Non-FBS Team	131	6	58	70
22	2	9/1/2017	Colorado	25	17	Colorado St	26	3	14	20
23	2	9/1/2017	Eastern Michigan	30	24	UNC-Charlotte	115	7	17	31
24	2	9/1/2017	Florida Atlantic	32	19	Navy	69	42	-23	61
25	2	9/1/2017	Northern Illinois	77	20	Boston College	15	23	-3	43
26	2	9/1/2017	Rutgers	91	14	Washington	124	30	-16	44
27	2	9/1/2017	Syracuse	101	50	Non-FBS Team	131	7	43	57
28	2	9/1/2017	Wisconsin	129	59	Utah St	118	10	49	69
29	2	9/2/2017	Air Force	1	62	Non-FBS Team	131	0	62	62
30	2	9/2/2017	Alabama	3	24	Florida St	34	7	17	31
31	2	9/2/2017	Alabama-Birmingham	4	38	Non-FBS Team	131	7	31	45
32	2	9/2/2017	Arizona	6	62	Non-FBS Team	131	24	38	86
33	2	9/2/2017	Auburn	11	41	Georgia Southern	37	7	34	48
34	2	9/2/2017	Baylor	13	45	Non-FBS Team	131	48	-3	93
35	2	9/2/2017	Boise St	14	24	Troy	111	13	11	37
36	2	9/2/2017	Clemson	23	56	Kent St	49	3	53	59
37	2	9/2/2017	Coastal Carolina	24	38	Massachusetts	58	28	10	66
38	2	9/2/2017	Duke	28	60	Non-FBS Team	131	7	53	67
39	2	9/2/2017	East Carolina	29	14	Non-FBS Team	131	34	-20	48
40	2	9/2/2017	Florida	31	17	Michigan	62	33	-16	50
41	2	9/2/2017	Fresno St	35	66	Non-FBS Team	131	0	66	66
42	2	9/2/2017	Georgia	36	31	Appalachian St	5	10	21	41
43	2	9/2/2017	Hawai`i	40	41	Non-FBS Team	131	18	23	59
44	2	9/2/2017	Illinois	43	24	Ball St	12	21	3	45
45	2	9/2/2017	Iowa	45	24	Wyoming	130	3	21	27
46	2	9/2/2017	Iowa St	46	42	Non-FBS Team	131	24	18	66
47	2	9/2/2017	Kansas	47	38	Non-FBS Team	131	16	22	54
48	2	9/2/2017	Kansas St	48	55	Non-FBS Team	131	19	36	74
49	2	9/2/2017	Louisiana-Lafayette	52	51	Non-FBS Team	131	48	3	99
50	2	9/2/2017	Louisiana Tech	51	52	Non-FBS Team	131	24	28	76
51	2	9/2/2017	LSU	55	27	Brigham Young	17	0	27	27
52	2	9/2/2017	Marshall	56	31	Miami OH	61	26	5	57
53	2	9/2/2017	Miami FL	60	41	Non-FBS Team	131	13	28	54
54	2	9/2/2017	Michigan St	63	35	Bowling Green	16	10	25	45
55	2	9/2/2017	Middle Tennessee St	64	6	Vanderbilt	120	28	-22	34
56	2	9/2/2017	Mississippi	66	47	South Alabama	95	27	20	74
57	2	9/2/2017	Mississippi St	67	49	Non-FBS Team	131	0	49	49
58	2	9/2/2017	Missouri	68	72	Non-FBS Team	131	43	29	115
59	2	9/2/2017	Nebraska	70	43	Arkansas St	9	36	7	79
60	2	9/2/2017	New Mexico	72	38	Non-FBS Team	131	14	24	52
61	2	9/2/2017	North Carolina	74	30	California	19	35	-5	65
62	2	9/2/2017	North Texas	76	59	Non-FBS Team	131	14	45	73
63	2	9/2/2017	Northwestern	78	31	Nevada	71	20	11	51
64	2	9/2/2017	Notre Dame	79	49	Temple	103	16	33	65
65	2	9/2/2017	Ohio U.	81	59	Non-FBS Team	131	0	59	59
66	2	9/2/2017	Oklahoma	82	56	UTEP	119	7	49	63
67	2	9/2/2017	Old Dominion	84	31	Non-FBS Team	131	17	14	48
68	2	9/2/2017	Oregon	85	77	Non-FBS Team	131	21	56	98
69	2	9/2/2017	Oregon St	86	35	Non-FBS Team	131	32	3	67
70	2	9/2/2017	Penn State	87	52	Akron	2	0	52	52
71	2	9/2/2017	Pittsburgh	88	28	Non-FBS Team	131	21	7	49
72	2	9/2/2017	Purdue	89	28	Louisville	54	35	-7	63
73	2	9/2/2017	San Diego St	92	38	Non-FBS Team	131	17	21	55
74	2	9/2/2017	San José St	93	34	Non-FBS Team	131	13	21	47
75	2	9/2/2017	SMU	94	58	Non-FBS Team	131	14	44	72
76	2	9/2/2017	South Carolina	96	35	North Carolina St	75	28	7	63
77	2	9/2/2017	South Florida	97	31	Non-FBS Team	131	17	14	48
78	2	9/2/2017	Southern Cal	98	49	Western Michigan	128	31	18	80
79	2	9/2/2017	Southern Miss	99	17	Kentucky	50	24	-7	41
80	2	9/2/2017	TCU	102	63	Non-FBS Team	131	0	63	63
81	2	9/2/2017	Texas	105	41	Maryland	57	51	-10	92
82	2	9/2/2017	Texas St-San Marcos	107	20	Non-FBS Team	131	11	9	31
83	2	9/2/2017	Texas Tech	108	56	Non-FBS Team	131	10	46	66
84	2	9/2/2017	Tulane	112	43	Non-FBS Team	131	14	29	57
85	2	9/2/2017	UNLV	116	40	Non-FBS Team	131	43	-3	83
86	2	9/2/2017	Virginia	121	28	Non-FBS Team	131	10	18	38
87	2	9/2/2017	Washington St	125	31	Non-FBS Team	131	0	31	31
88	2	9/2/2017	Western Kentucky	127	31	Non-FBS Team	131	17	14	48
89	2	9/3/2017	UCLA	114	45	Texas A&M	106	44	1	89
90	2	9/3/2017	West Virginia	126	24	Virginia Tech	122	31	-7	55
91	2	9/4/2017	Georgia Tech	39	41	Tennessee	104	42	-1	83
92	3	9/7/2017	Utah St	118	51	Non-FBS Team	131	13	38	64
93	3	9/8/2017	Non-FBS Team	131	10	Florida Int'l	33	17	-7	27
94	3	9/8/2017	Purdue	89	44	Ohio U.	81	21	23	65
95	3	9/8/2017	South Alabama	95	7	Oklahoma St	83	44	-37	51
96	3	9/9/2017	Akron	2	52	Non-FBS Team	131	3	49	55
97	3	9/9/2017	Alabama	3	41	Fresno St	35	10	31	51
98	3	9/9/2017	Appalachian St	5	54	Non-FBS Team	131	7	47	61
99	3	9/9/2017	Arizona	6	16	Houston	41	19	-3	35
100	3	9/9/2017	Arizona St	7	20	San Diego St	92	30	-10	50
101	3	9/9/2017	Arkansas	8	7	TCU	102	28	-21	35
102	3	9/9/2017	Army	10	21	Buffalo	18	17	4	38
103	3	9/9/2017	Ball St	12	51	Alabama-Birmingham	4	31	20	82
104	3	9/9/2017	Baylor	13	10	Texas-San Antonio	109	17	-7	27
105	3	9/9/2017	Boston College	15	10	Wake Forest	123	34	-24	44
106	3	9/9/2017	Bowling Green	16	27	Non-FBS Team	131	35	-8	62
107	3	9/9/2017	Brigham Young	17	13	Utah	117	19	-6	32
108	3	9/9/2017	California	19	33	Non-FBS Team	131	20	13	53
109	3	9/9/2017	Clemson	23	14	Auburn	11	6	8	20
110	3	9/9/2017	Colorado	25	37	Texas St-San Marcos	107	3	34	40
111	3	9/9/2017	Colorado St	26	38	Non-FBS Team	131	10	28	48
112	3	9/9/2017	Duke	28	41	Northwestern	78	17	24	58
113	3	9/9/2017	Georgia Southern	37	12	Non-FBS Team	131	22	-10	34
114	3	9/9/2017	Georgia Tech	39	37	Non-FBS Team	131	10	27	47
115	3	9/9/2017	Idaho	42	16	UNLV	116	44	-28	60
116	3	9/9/2017	Illinois	43	20	Western Kentucky	127	7	13	27
117	3	9/9/2017	Iowa St	46	41	Iowa	45	44	-3	85
118	3	9/9/2017	Kansas	47	27	Central Michigan	21	45	-18	72
119	3	9/9/2017	Kansas St	48	55	UNC-Charlotte	115	7	48	62
120	3	9/9/2017	Kent St	49	38	Non-FBS Team	131	31	7	69
121	3	9/9/2017	Kentucky	50	27	Non-FBS Team	131	16	11	43
122	3	9/9/2017	Louisiana Tech	51	21	Mississippi St	67	57	-36	78
123	3	9/9/2017	LSU	55	45	Non-FBS Team	131	10	35	55
124	3	9/9/2017	Maryland	57	63	Non-FBS Team	131	17	46	80
125	3	9/9/2017	Massachusetts	58	7	Old Dominion	84	17	-10	24
126	3	9/9/2017	Miami OH	61	31	Non-FBS Team	131	10	21	41
127	3	9/9/2017	Michigan	62	36	Cincinnati	22	14	22	50
128	3	9/9/2017	Michigan St	63	28	Western Michigan	128	14	14	42
129	3	9/9/2017	Mississippi	66	45	Non-FBS Team	131	23	22	68
130	3	9/9/2017	Missouri	68	13	South Carolina	96	31	-18	44
131	3	9/9/2017	Navy	69	23	Tulane	112	21	2	44
132	3	9/9/2017	Nevada	71	24	Toledo	110	37	-13	61
133	3	9/9/2017	New Mexico	72	28	New Mexico St	73	30	-2	58
134	3	9/9/2017	North Carolina	74	35	Louisville	54	47	-12	82
135	3	9/9/2017	North Carolina St	75	37	Marshall	56	20	17	57
136	3	9/9/2017	Northern Illinois	77	38	Non-FBS Team	131	10	28	48
137	3	9/9/2017	Notre Dame	79	19	Georgia	36	20	-1	39
138	3	9/9/2017	Ohio State	80	16	Oklahoma	82	31	-15	47
139	3	9/9/2017	Oregon	85	42	Nebraska	70	35	7	77
140	3	9/9/2017	Oregon St	86	14	Minnesota	65	48	-34	62
141	3	9/9/2017	Penn State	87	33	Pittsburgh	88	14	19	47
142	3	9/9/2017	Rutgers	91	13	Eastern Michigan	30	16	-3	29
143	3	9/9/2017	SMU	94	54	North Texas	76	32	22	86
144	3	9/9/2017	Southern Cal	98	42	Stanford	100	24	18	66
145	3	9/9/2017	Southern Miss	99	45	Non-FBS Team	131	0	45	45
146	3	9/9/2017	Syracuse	101	23	Middle Tennessee St	64	30	-7	53
147	3	9/9/2017	Temple	103	16	Non-FBS Team	131	13	3	29
148	3	9/9/2017	Tennessee	104	42	Non-FBS Team	131	7	35	49
149	3	9/9/2017	Texas	105	56	San José St	93	0	56	56
150	3	9/9/2017	Texas A&M	106	24	Non-FBS Team	131	14	10	38
151	3	9/9/2017	Troy	111	34	Non-FBS Team	131	7	27	41
152	3	9/9/2017	Tulsa	113	66	Louisiana-Lafayette	52	42	24	108
153	3	9/9/2017	UCLA	114	56	Hawai`i	40	23	33	79
154	3	9/9/2017	UTEP	119	14	Rice	90	31	-17	45
155	3	9/9/2017	Vanderbilt	120	42	Non-FBS Team	131	0	42	42
156	3	9/9/2017	Virginia	121	17	Indiana	44	34	-17	51
157	3	9/9/2017	Virginia Tech	122	27	Non-FBS Team	131	0	27	27
158	3	9/9/2017	Washington	124	63	Non-FBS Team	131	7	56	70
159	3	9/9/2017	Washington St	125	47	Boise St	14	44	3	91
160	3	9/9/2017	West Virginia	126	56	East Carolina	29	20	36	76
161	3	9/9/2017	Wisconsin	129	31	Florida Atlantic	32	14	17	45
162	3	9/9/2017	Wyoming	130	27	Non-FBS Team	131	0	27	27
163	4	9/14/2017	Boise St	14	28	New Mexico	72	14	14	42
164	4	9/15/2017	South Florida	97	47	Illinois	43	23	24	70
165	4	9/15/2017	Temple	103	29	Massachusetts	58	21	8	50
166	4	9/15/2017	UTEP	119	16	Arizona	6	63	-47	79
167	4	9/16/2017	Akron	2	14	Iowa St	46	41	-27	55
168	4	9/16/2017	Alabama	3	41	Colorado St	26	23	18	64
169	4	9/16/2017	Alabama-Birmingham	4	30	Coastal Carolina	24	23	7	53
170	4	9/16/2017	Arkansas St	9	48	Non-FBS Team	131	3	45	51
171	4	9/16/2017	Auburn	11	24	Non-FBS Team	131	10	14	34
172	4	9/16/2017	Ball St	12	28	Non-FBS Team	131	13	15	41
173	4	9/16/2017	Boston College	15	20	Notre Dame	79	49	-29	69
174	4	9/16/2017	Brigham Young	17	6	Wisconsin	129	40	-34	46
175	4	9/16/2017	Buffalo	18	33	Non-FBS Team	131	10	23	43
176	4	9/16/2017	California	19	27	Mississippi	66	16	11	43
177	4	9/16/2017	Colorado	25	41	Non-FBS Team	131	21	20	62
178	4	9/16/2017	Duke	28	34	Baylor	13	20	14	54
179	4	9/16/2017	East Carolina	29	17	Virginia Tech	122	64	-47	81
180	4	9/16/2017	Florida	31	26	Tennessee	104	20	6	46
181	4	9/16/2017	Florida Atlantic	32	45	Non-FBS Team	131	0	45	45
182	4	9/16/2017	Georgia	36	42	Non-FBS Team	131	14	28	56
183	4	9/16/2017	Houston	41	38	Rice	90	3	35	41
184	4	9/16/2017	Iowa	45	31	North Texas	76	14	17	45
185	4	9/16/2017	Louisiana-Monroe	53	17	Southern Miss	99	28	-11	45
186	4	9/16/2017	Louisville	54	21	Clemson	23	47	-26	68
187	4	9/16/2017	Marshall	56	21	Kent St	49	0	21	21
188	4	9/16/2017	Memphis	59	48	UCLA	114	45	3	93
189	4	9/16/2017	Miami OH	61	17	Cincinnati	22	21	-4	38
190	4	9/16/2017	Michigan	62	29	Air Force	1	13	16	42
191	4	9/16/2017	Minnesota	65	34	Middle Tennessee St	64	3	31	37
192	4	9/16/2017	Mississippi St	67	37	LSU	55	7	30	44
193	4	9/16/2017	Missouri	68	3	Purdue	89	35	-32	38
194	4	9/16/2017	Nebraska	70	17	Northern Illinois	77	21	-4	38
195	4	9/16/2017	Nevada	71	28	Non-FBS Team	131	30	-2	58
196	4	9/16/2017	New Mexico St	73	24	Troy	111	27	-3	51
197	4	9/16/2017	North Carolina St	75	49	Non-FBS Team	131	16	33	65
198	4	9/16/2017	Northwestern	78	49	Bowling Green	16	7	42	56
199	4	9/16/2017	Ohio State	80	38	Army	10	7	31	45
200	4	9/16/2017	Ohio U.	81	42	Kansas	47	30	12	72
201	4	9/16/2017	Oklahoma	82	56	Tulane	112	14	42	70
202	4	9/16/2017	Old Dominion	84	23	North Carolina	74	53	-30	76
203	4	9/16/2017	Penn State	87	56	Georgia St	38	0	56	56
204	4	9/16/2017	Pittsburgh	88	21	Oklahoma St	83	59	-38	80
205	4	9/16/2017	Rutgers	91	65	Non-FBS Team	131	0	65	65
206	4	9/16/2017	San Diego St	92	20	Stanford	100	17	3	37
207	4	9/16/2017	South Alabama	95	45	Non-FBS Team	131	0	45	45
208	4	9/16/2017	South Carolina	96	13	Kentucky	50	23	-10	36
209	4	9/16/2017	Southern Cal	98	27	Texas	105	24	3	51
210	4	9/16/2017	Syracuse	101	41	Central Michigan	21	17	24	58
211	4	9/16/2017	TCU	102	56	SMU	94	36	20	92
212	4	9/16/2017	Texas A&M	106	45	Louisiana-Lafayette	52	21	24	66
213	4	9/16/2017	Texas St-San Marcos	107	13	Appalachian St	5	20	-7	33
214	4	9/16/2017	Texas Tech	108	52	Arizona St	7	45	7	97
215	4	9/16/2017	Texas-San Antonio	109	51	Non-FBS Team	131	17	34	68
216	4	9/16/2017	Toledo	110	54	Tulsa	113	51	3	105
217	4	9/16/2017	UNC-Charlotte	115	31	Non-FBS Team	131	35	-4	66
218	4	9/16/2017	Utah	117	54	San José St	93	16	38	70
219	4	9/16/2017	Vanderbilt	120	14	Kansas St	48	7	7	21
220	4	9/16/2017	Virginia	121	38	Connecticut	27	18	20	56
221	4	9/16/2017	Wake Forest	123	46	Utah St	118	10	36	56
222	4	9/16/2017	Washington	124	48	Fresno St	35	16	32	64
223	4	9/16/2017	Washington St	125	52	Oregon St	86	23	29	75
224	4	9/16/2017	West Virginia	126	59	Non-FBS Team	131	16	43	75
225	4	9/16/2017	Western Kentucky	127	22	Louisiana Tech	51	23	-1	45
226	4	9/16/2017	Western Michigan	128	37	Idaho	42	28	9	65
227	4	9/16/2017	Wyoming	130	13	Oregon	85	49	-36	62
228	5	9/21/2017	South Florida	97	43	Temple	103	7	36	50
229	5	9/22/2017	Arizona	6	24	Utah	117	30	-6	54
230	5	9/22/2017	Boise St	14	23	Virginia	121	42	-19	65
231	5	9/23/2017	Air Force	1	24	San Diego St	92	28	-4	52
232	5	9/23/2017	Appalachian St	5	19	Wake Forest	123	20	-1	39
233	5	9/23/2017	Arizona St	7	37	Oregon	85	35	2	72
234	5	9/23/2017	Baylor	13	41	Oklahoma	82	49	-8	90
235	5	9/23/2017	Buffalo	18	34	Florida Atlantic	32	31	3	65
236	5	9/23/2017	California	19	20	Southern Cal	98	30	-10	50
237	5	9/23/2017	Central Michigan	21	14	Miami OH	61	31	-17	45
238	5	9/23/2017	Clemson	23	34	Boston College	15	7	27	41
239	5	9/23/2017	Coastal Carolina	24	10	Non-FBS Team	131	52	-42	62
240	5	9/23/2017	Colorado	25	10	Washington	124	37	-27	47
241	5	9/23/2017	Eastern Michigan	30	20	Ohio U.	81	27	-7	47
242	5	9/23/2017	Florida St	34	21	North Carolina St	75	27	-6	48
243	5	9/23/2017	Georgia	36	31	Mississippi St	67	3	28	34
244	5	9/23/2017	Georgia Tech	39	35	Pittsburgh	88	17	18	52
245	5	9/23/2017	Houston	41	24	Texas Tech	108	27	-3	51
246	5	9/23/2017	Indiana	44	52	Georgia Southern	37	17	35	69
247	5	9/23/2017	Iowa	45	19	Penn State	87	21	-2	40
248	5	9/23/2017	Kansas	47	34	West Virginia	126	56	-22	90
249	5	9/23/2017	Kentucky	50	27	Florida	31	28	-1	55
250	5	9/23/2017	Louisiana-Lafayette	52	50	Louisiana-Monroe	53	56	-6	106
251	5	9/23/2017	Louisville	54	42	Kent St	49	3	39	45
252	5	9/23/2017	LSU	55	35	Syracuse	101	26	9	61
253	5	9/23/2017	Maryland	57	10	Central Florida	20	38	-28	48
254	5	9/23/2017	Memphis	59	44	Non-FBS Team	131	31	13	75
255	5	9/23/2017	Miami FL	60	52	Toledo	110	30	22	82
256	5	9/23/2017	Michigan St	63	18	Notre Dame	79	38	-20	56
257	5	9/23/2017	Middle Tennessee St	64	24	Bowling Green	16	13	11	37
258	5	9/23/2017	Missouri	68	14	Auburn	11	51	-37	65
259	5	9/23/2017	Navy	69	42	Cincinnati	22	32	10	74
260	5	9/23/2017	Nebraska	70	27	Rutgers	91	17	10	44
261	5	9/23/2017	New Mexico St	73	41	UTEP	119	14	27	55
262	5	9/23/2017	North Carolina	74	17	Duke	28	27	-10	44
263	5	9/23/2017	North Texas	76	46	Alabama-Birmingham	4	43	3	89
264	5	9/23/2017	Ohio State	80	54	UNLV	116	21	33	75
265	5	9/23/2017	Oklahoma St	83	31	TCU	102	44	-13	75
266	5	9/23/2017	Purdue	89	10	Michigan	62	28	-18	38
267	5	9/23/2017	Rice	90	7	Florida Int'l	33	13	-6	20
268	5	9/23/2017	San José St	93	10	Utah St	118	61	-51	71
269	5	9/23/2017	SMU	94	44	Arkansas St	9	21	23	65
270	5	9/23/2017	South Alabama	95	23	Idaho	42	29	-6	52
271	5	9/23/2017	South Carolina	96	17	Louisiana Tech	51	16	1	33
272	5	9/23/2017	Stanford	100	58	UCLA	114	34	24	92
273	5	9/23/2017	Tennessee	104	17	Massachusetts	58	13	4	30
274	5	9/23/2017	Texas A&M	106	50	Arkansas	8	43	7	93
275	5	9/23/2017	Texas St-San Marcos	107	14	Texas-San Antonio	109	44	-30	58
276	5	9/23/2017	Troy	111	22	Akron	2	17	5	39
277	5	9/23/2017	Tulane	112	21	Army	10	17	4	38
278	5	9/23/2017	Tulsa	113	13	New Mexico	72	16	-3	29
279	5	9/23/2017	UNC-Charlotte	115	0	Georgia St	38	28	-28	28
280	5	9/23/2017	Vanderbilt	120	0	Alabama	3	59	-59	59
281	5	9/23/2017	Virginia Tech	122	38	Old Dominion	84	0	38	38
282	5	9/23/2017	Washington St	125	45	Nevada	71	7	38	52
283	5	9/23/2017	Western Kentucky	127	33	Ball St	12	21	12	54
284	5	9/23/2017	Western Michigan	128	49	Non-FBS Team	131	14	35	63
285	5	9/23/2017	Wyoming	130	28	Hawai`i	40	21	7	49
286	5	9/24/2017	Connecticut	27	38	East Carolina	29	41	-3	79
287	6	9/28/2017	Iowa St	46	7	Texas	105	17	-10	24
288	6	9/29/2017	Duke	28	6	Miami FL	60	31	-25	37
289	6	9/29/2017	Illinois	43	6	Nebraska	70	28	-22	34
290	6	9/29/2017	Utah St	118	40	Brigham Young	17	24	16	64
291	6	9/29/2017	Washington St	125	30	Southern Cal	98	27	3	57
